back_legroom,body_type,city,front_legroom,has_accidents,height,horsepower,is_new,latitude,length,longitude,make_name,maximum_seating,mileage,model_name,owner_count,price,width,year
40.9,SUV / Crossover,High Point,44.1,NA,66.1,185,1,35.9875,187.8,-80.0258,Hyundai,5,10,Santa Fe,NA,32646,74.4,2020
40.6,SUV / Crossover,Lake Orion,42.6,NA,68.3,250,1,42.7691,188.8,-83.2386,Ford,5,NA,Edge,NA,42225,85.8,2020
39.6,SUV / Crossover,Long Island City,41,FALSE,66.1,187,0,40.7535,179.1,-73.9197,Mazda,5,43677,CX-5,1,22888,72.5,2017
41.4,Sedan,Victorville,42.3,FALSE,57.3,132,0,34.5176,183.1,-117.321,Toyota,5,41047,Corolla,1,18851,69.9,2019
38.7,Pickup Truck,Escanaba,41.3,TRUE,73.7,403,0,45.7458,230.2,-87.0805,Chevrolet,6,142000,Silverado 1500,3,17968,80,2012
42.1,Pickup Truck,Kissimmee,41.1,FALSE,77.3,385,0,28.3404,263,-81.3839,Ford,6,46966,F-250 Super Duty,1,27204,104.9,2016
37.4,Sedan,Fontana,42.3,FALSE,55.7,158,0,34.1065,182.3,-117.483,Honda,5,61209,Civic,2,13999,70.8,2016
40.9,Minivan,San Carlos,40.9,NA,69.6,280,1,37.5082,203.2,-122.252,Honda,8,30,Odyssey,NA,39180,92.3,2020
40.9,Minivan,Westminster,40.9,NA,69.6,280,1,39.5658,205.2,-76.9759,Honda,8,NA,Odyssey,NA,49335,92.3,2021
35.1,SUV / Crossover,Alcoa,41.2,FALSE,66.5,180,0,35.8262,166.6,-83.9764,Jeep,5,49035,Renegade,2,19490,79.6,2018
40.4,SUV / Crossover,San Antonio,41.3,NA,66.1,190,1,29.5078,182.1,-98.6977,Honda,5,5,CR-V,NA,26270,73,2020
40.3,SUV / Crossover,Cape Coral,41.1,NA,65.7,270,1,26.6745,182,-81.9261,Jeep,5,16,Cherokee,NA,24202,73.2,2020
39.8,SUV / Crossover,Dallas,40.6,FALSE,70.4,290,0,32.9105,197.1,-96.7026,Ford,7,144998,Explorer,2,11690,90.2,2011
36.8,Pickup Truck,Fort Collins,41,FALSE,73.9,380,0,40.5811,225.9,-105.053,Ford,4,148165,F-150,6,12995,79.1,2002
41.7,SUV / Crossover,Victorville,42.3,FALSE,70.2,284,0,34.5067,198.5,-117.341,Nissan,7,31087,Pathfinder,4,20929,77.2,2017
38.1,Wagon,Russellville,42.9,FALSE,66.1,175,0,35.2782,189.6,-93.1085,Subaru,5,79140,Outback,2,13988,72.4,2015
33.4,Sedan,Midwest City,41.7,FALSE,56.3,248,0,35.4351,182.3,-97.3711,Mercedes-Benz,5,68206,C-Class,2,16775,79.5,2014
40.4,SUV / Crossover,Altoona,41.3,NA,66.5,190,1,40.5157,182.1,-78.3771,Honda,5,4,CR-V,NA,30705,73,2020
39.7,SUV / Crossover,Houston,45.3,FALSE,74,420,0,29.7265,224.3,-95.48,Cadillac,8,48364,Escalade ESV,1,45888,80.5,2017
38.6,SUV / Crossover,Jacksonville,40.3,NA,69.3,NA,1,30.2212,189.8,-81.5111,Jeep,5,NA,Grand Cherokee,NA,37318,84.8,2020
39.7,SUV / Crossover,Webster City,40.9,NA,65.4,252,1,42.4694,182.3,-93.8115,GMC,5,0,Terrain,NA,33525,72.4,2020
43.4,Pickup Truck,Cerritos,44.5,NA,75.5,355,1,33.8628,231.7,-118.1,Chevrolet,6,NA,Silverado 1500,NA,40585,81.2,2020
38.7,SUV / Crossover,Mankato,40.5,TRUE,67.8,260,0,44.1668,192.4,-93.9548,Nissan,5,40896,Murano,1,24989,75.4,2018
NA,Coupe,Torrance,42.8,NA,51.6,296,1,33.7994,176,-118.343,Jaguar,2,17,F-TYPE,NA,68185,80.4,2021
35.8,SUV / Crossover,North Brunswick,40.8,TRUE,65.3,153,0,40.45,168.4,-74.4935,Buick,5,21915,Encore,1,18995,69.9,2017
37.4,Sedan,Albuquerque,42.5,FALSE,58.9,124,0,35.0873,182.5,-106.568,Nissan,5,34786,Sentra,1,15300,69.3,2019
33.1,Coupe,Inglewood,42,TRUE,57.5,375,0,33.9407,197.9,-118.353,Dodge,5,63296,Challenger,2,24995,85.8,2016
43.5,Sedan,Fort Lauderdale,41,NA,64.8,563,1,26.1365,227.2,-80.1342,Rolls-Royce,5,31,Phantom,NA,569000,79.4,2020
37.6,Sedan,Kernersville,42.3,FALSE,59,300,0,36.1199,200.4,-80.0687,Chevrolet,6,172644,Impala,3,4999,72.9,2013
38.2,SUV / Crossover,Cerritos,41.5,NA,64.4,181,1,33.8647,176.4,-118.1,Kia,5,7,Sportage,NA,25265,73,2021
37.6,Minivan,Wesley Chapel,40.5,FALSE,70.7,296,0,28.2343,200.6,-82.3545,Toyota,8,32058,Sienna,2,29999,78.1,2019
35.2,Pickup Truck,Dallas,44.5,NA,75.6,355,1,32.8119,231.7,-96.8487,Chevrolet,6,5,Silverado 1500,NA,35999,81.2,2020
39,SUV / Crossover,Uvalde,43,NA,69.9,300,1,29.2245,198.8,-99.7613,Ford,7,136,Explorer,NA,41555,89.3,2020
40.6,SUV / Crossover,Coconut Creek,42.6,FALSE,68.3,250,0,26.295,188.8,-80.202,Ford,5,24332,Edge,1,24500,85.8,2019
38,Sedan,San Diego,42.1,FALSE,56.9,203,1,32.8045,192.1,-117.217,Toyota,5,4,Camry,NA,27499,72.4,2020
38.1,SUV / Crossover,League City,41.1,NA,65.3,221,1,29.4985,182.4,-95.1109,Mercedes-Benz,7,12,GLB-Class,NA,45115,79.5,2020
40.4,SUV / Crossover,Gaithersburg,41.3,FALSE,66.5,190,0,39.1576,180.6,-77.2176,Honda,5,42442,CR-V,1,23000,73,2018
38.3,Pickup Truck,New Braunfels,41.2,NA,76.1,285,1,29.7043,218,-98.1267,Jeep,5,10,Gladiator,NA,54505,73.8,2020
33.5,Pickup Truck,Pasadena,43.9,FALSE,75.2,282,0,29.6459,231.9,-95.1576,Ford,6,137956,F-150,1,16988,96.8,2015
37.8,SUV / Crossover,West Palm Beach,41,NA,65.3,248,1,26.7064,183.6,-80.0823,Audi,5,15,Q5,NA,49745,84.3,2020
33.3,Sedan,Saint Augustine,41.8,FALSE,57.1,137,0,29.8431,162,-81.3224,Hyundai,5,65546,Accent,2,8257,66.9,2016
36.5,Minivan,Marysville,40.7,FALSE,67.9,283,0,40.2322,202.8,-83.3482,Dodge,7,128244,Grand Caravan,2,8609,88.5,2013
40.6,SUV / Crossover,Maumee,42.6,TRUE,68.7,245,0,41.5868,188.1,-83.6686,Ford,5,39638,Edge,1,19300,85.8,2017
34.4,Sedan,Buena Park,41.4,NA,55.9,228,1,33.8622,178.5,-117.99,BMW,5,10,2 Series,NA,44445,81.9,2020
43.4,Pickup Truck,Sallisaw,44.5,NA,75.5,277,1,35.4385,231.7,-94.8057,Chevrolet,6,6,Silverado 1500,NA,51485,81.2,2020
41,SUV / Crossover,Deland,40.4,NA,68.1,295,1,28.9989,194.9,-81.3025,Toyota,8,3,Highlander,NA,46958,76,2020
36.3,SUV / Crossover,Kaufman,41.6,FALSE,64.2,148,0,32.5621,169.1,-96.2903,Mitsubishi,5,215067,Outlander Sport,2,5750,69.7,2012
NA,SUV / Crossover,Highland Park,NA,FALSE,NA,NA,0,42.2065,NA,-87.8371,Lexus,NA,32268,NX 200t,1,31174,NA,2017
38.7,SUV / Crossover,Bradenton,40.5,NA,67.8,260,1,27.4623,192.8,-82.5777,Nissan,5,2,Murano,NA,30208,75.4,2020
33.4,SUV / Crossover,Searcy,42.8,NA,62.5,141,1,35.2408,172.8,-91.7179,Nissan,5,NA,Rogue Sport,NA,21220,72.3,2020
40.9,SUV / Crossover,Los Angeles,40.3,NA,70.7,362,1,34.0354,194.3,-118.271,Mercedes-Benz,7,7,GLE-Class,NA,67585,84.9,2020
36.5,Minivan,Minot,40.7,FALSE,68.9,283,0,48.1938,202.8,-101.296,Dodge,7,75550,Grand Caravan,2,10500,88.5,2014
39.3,Hatchback,Columbia,41.4,NA,60,128,1,38.9686,161.4,-92.3119,Honda,5,5,Fit,NA,17494,67,2020
43.6,Pickup Truck,Houston,43.9,NA,78.5,450,1,29.7188,231.9,-95.4963,Ford,5,685,F-150,NA,71068,96.8,2020
43.4,Pickup Truck,Chandler,44.5,NA,75.5,310,1,35.6984,231.7,-96.8808,Chevrolet,6,3,Silverado 1500,NA,45859,81.2,2020
37.6,SUV / Crossover,Ewing,39,FALSE,73.5,340,0,40.2477,195.6,-74.7687,Land Rover,7,37847,Discovery,1,40995,87.4,2017
40.3,Pickup Truck,Lancaster,41,FALSE,77.5,395,0,39.7457,229,-82.6479,RAM,6,24487,1500,1,36968,79.4,2018
39.9,SUV / Crossover,Rogers,40.9,NA,65.4,170,1,45.1905,183.1,-93.5475,Chevrolet,5,2,Equinox,NA,26129,72.6,2020
43.4,Pickup Truck,Lakewood,44.5,NA,75.5,420,1,39.7314,231.7,-105.168,Chevrolet,6,0,Silverado 1500,NA,50049,81.2,2020
34.4,SUV / Crossover,Fort Myers,42.4,TRUE,74.9,265,0,26.6175,178.7,-81.862,Nissan,5,156769,Xterra,5,6495,72.8,2006
40.7,SUV / Crossover,Boonville,42.4,NA,68.6,180,1,38.0545,180.5,-87.1855,Ford,5,8,Escape,NA,27615,85.6,2020
37.4,Sedan,Houston,42.3,NA,55.7,158,1,29.785,182.7,-95.5506,Honda,5,0,Civic,NA,23305,70.8,2020
38.3,Pickup Truck,Albertville,41.2,NA,75,285,1,34.2621,218,-86.2072,Jeep,5,8,Gladiator,NA,51075,73.8,2020
39.9,SUV / Crossover,Benton,40.9,NA,65.4,170,1,34.5994,183.1,-92.5555,Chevrolet,5,0,Equinox,NA,28063,72.6,2020
38.8,Sedan,Bronx,42.3,FALSE,57.7,377,0,40.8705,196.1,-73.8566,Acura,5,39520,RLX Hybrid Sport,1,29995,74.4,2016
NA,NA,Beckley,NA,NA,NA,NA,1,37.8038,NA,-81.1846,Hyundai,NA,1,Palisade,NA,42126,NA,2021
36.7,SUV / Crossover,Bel Air,42.9,NA,65.1,166,1,39.4903,161.3,-76.3638,Ford,5,14,EcoSport,NA,20395,81,2020
39.3,Hatchback,Avondale,41.4,NA,60,128,1,33.4601,161.4,-112.284,Honda,5,13,Fit,NA,17945,67,2020
38.3,SUV / Crossover,Enfield,41.3,FALSE,65.1,185,0,41.997,179.4,-72.5737,Honda,5,NA,CR-V,1,30745,71.6,2016
41.5,SUV / Crossover,Clinton,43.9,NA,76.2,375,1,35.5103,221.9,-98.9762,Ford,8,64,Expedition,NA,68910,93.4,2020
40.4,Sedan,Fontana,42.3,NA,57.1,192,1,34.1349,192.2,-117.444,Honda,5,0,Accord,NA,27935,73.3,2020
32.8,Convertible,New Iberia,42.2,FALSE,56.8,200,0,29.9723,184.9,-91.8407,Buick,4,49707,Cascada,1,21964,79.5,2017
39.6,SUV / Crossover,Columbus,41,NA,66.1,250,1,40.0562,179.1,-82.8818,Mazda,5,3,CX-5,NA,36435,83.3,2020
39.7,SUV / Crossover,Carrollton,40.9,NA,65.4,252,1,32.9865,182.3,-96.9346,GMC,5,3,Terrain,NA,39749,72.4,2020
38.1,Sedan,San Diego,42,FALSE,57.6,160,0,32.8225,193.8,-117.155,Chevrolet,5,37887,Malibu,1,14534,73,2018
38.1,Sedan,Corpus Christi,41.5,FALSE,57.9,160,0,27.6988,194.2,-97.3515,Chevrolet,5,36252,Malibu,1,17607,73,2019
38.2,SUV / Crossover,Flowood,41.5,NA,64.8,161,1,32.3362,176.4,-90.0966,Hyundai,5,3,Tucson,NA,25450,72.8,2021
NA,Van,Lynnfield,NA,FALSE,NA,NA,0,42.5127,NA,-71.0059,Mercedes-Benz,NA,NA,Sprinter Cargo,NA,49681,NA,2019
38.7,SUV / Crossover,Green Bay,40.5,NA,67.8,260,1,44.4838,192.8,-87.9663,Nissan,5,0,Murano,NA,45164,75.4,2020
40.4,SUV / Crossover,Glen Burnie,41.3,NA,66.5,190,1,39.177,182.1,-76.6168,Honda,5,10,CR-V,NA,30280,73,2020
NA,SUV / Crossover,Edmond,NA,NA,NA,NA,1,35.6147,NA,-97.4915,Volvo,NA,8,XC90,NA,63125,NA,2020
45.2,Pickup Truck,Canoga Park,40.9,NA,77.5,395,1,34.2204,232.9,-118.598,RAM,6,10,1500,NA,40045,82.1,2020
41.1,Minivan,Wilmington,40.9,FALSE,68.5,276,0,34.2492,201.4,-77.8605,Kia,8,61569,Sedona,2,18984,89.3,2017
38.3,SUV / Crossover,Hamburg,41.2,NA,73.6,270,1,42.7481,188.4,-78.8533,Jeep,5,NA,Wrangler Unlimited,NA,46095,73.8,2021
40,Minivan,Louisville,40.8,TRUE,70,244,0,38.1592,201,-85.6599,Honda,8,149517,Odyssey,1,6995,77.1,2007
39.6,SUV / Crossover,Lancaster,40.7,FALSE,67,285,0,42.836,184.2,-90.7091,Ford,5,53324,Edge,2,15973,87.5,2014
36.1,Sedan,Hazard,45,FALSE,57.8,182,0,37.2961,191.9,-83.2144,Nissan,5,39997,Altima,1,15987,72,2017
38.1,SUV / Crossover,Georgetown,41.1,NA,65.3,221,1,30.5816,182.4,-97.6923,Mercedes-Benz,7,27,GLB-Class,NA,44305,79.5,2020
38.7,SUV / Crossover,Ellisville,39.6,NA,66,268,1,38.5927,184.7,-90.5801,INFINITI,5,3,QX50,NA,45830,85.1,2020
39.7,SUV / Crossover,Houston,41,NA,66.7,310,1,29.9298,193.4,-95.5904,GMC,7,0,Acadia,NA,37720,75.4,2020
39.9,SUV / Crossover,Flagstaff,40.9,NA,65.4,170,1,35.1854,183.1,-111.661,Chevrolet,5,NA,Equinox,NA,28462,72.6,2020
29.2,Convertible,Milford,45.1,FALSE,54.9,460,1,38.9593,188.5,-75.429,Ford,4,24,Mustang,NA,51283,81.9,2020
36.7,SUV / Crossover,Winston Salem,42.9,NA,64.8,123,1,36.069,161.3,-80.2589,Ford,5,15,EcoSport,NA,25197,81,2020
38.1,Sedan,Dallas,41.5,NA,57.9,160,1,32.8119,194.2,-96.8487,Chevrolet,5,5,Malibu,NA,18999,73,2020
35.2,Wagon,Wilmington,42.3,NA,56.6,250,1,34.2516,187.4,-77.8541,Volvo,5,0,V60,NA,41829,80.3,2020
39.7,SUV / Crossover,Waterford,40.9,FALSE,65.4,170,0,42.6326,183.1,-83.3256,Chevrolet,5,44751,Equinox,1,19495,72.6,2018
36.1,Sedan,Clinton Township,42,FALSE,57.4,153,0,42.558,183.7,-82.8976,Chevrolet,5,22146,Cruze,1,16998,70.5,2017
38.3,SUV / Crossover,Storm Lake,41.8,TRUE,68.7,179,0,42.648,181.9,-95.2128,Toyota,7,116902,RAV4,1,10900,73,2010
NA,SUV / Crossover,Lincoln,NA,NA,NA,NA,1,45.3701,NA,-68.5029,Jeep,NA,0,Renegade,NA,26710,NA,2020
33.5,Pickup Truck,Columbus,43.9,NA,77.2,395,1,43.3426,231.9,-89.043,Ford,6,0,F-150,NA,35215,96.8,2020
43.4,Pickup Truck,Woods Cross,44.5,FALSE,80.9,445,0,40.8651,250,-111.899,Chevrolet,5,35878,Silverado 3500HD,1,69998,81.9,2020
44.3,Sedan,Secaucus,41.5,NA,58.5,335,1,40.7913,208.7,-74.0543,Audi,5,54,A8,NA,74500,83.9,2019
34.6,Pickup Truck,Perrysburg,45.3,TRUE,73.9,420,0,41.5449,230,-83.6361,Chevrolet,6,34531,Silverado 1500,1,40404,80,2017
39,SUV / Crossover,El Paso,41.3,TRUE,74.7,403,0,31.7749,202.5,-106.385,Cadillac,8,146483,Escalade,5,10995,79,2008
38.7,Sedan,Centennial,42.2,NA,57.1,250,1,39.5951,192.7,-104.869,Mazda,5,4,MAZDA6,NA,33858,82.3,2020
38.1,Sedan,Davie,42,FALSE,57.6,160,0,26.0568,193.8,-80.2076,Chevrolet,5,49207,Malibu,1,10391,73,2018
39,SUV / Crossover,Ft Worth,45.3,FALSE,74.4,420,0,32.7217,203.9,-97.4804,Cadillac,8,3362,Escalade,1,76996,80.5,2020
37.8,SUV / Crossover,Columbus,41,NA,67,203,1,40.057,180.9,-82.8971,Toyota,5,0,RAV4,NA,28531,73,2020
NA,Van,Eastpointe,40,FALSE,84.8,255,0,42.4775,216.7,-82.9493,Ford,2,86169,E-Series,1,12995,95.7,2014
40.3,Pickup Truck,Globe,41,TRUE,77.7,350,0,33.4191,237.4,-110.811,RAM,6,61074,2500,1,34385,79.1,2018
41.7,SUV / Crossover,Houston,42.3,TRUE,70.2,284,0,29.7853,198.5,-95.5889,Nissan,7,84805,Pathfinder,2,17421,77.2,2017
39.5,SUV / Crossover,Grapevine,42.9,FALSE,71,365,0,32.9081,198.3,-97.0984,Ford,7,53370,Explorer,1,29888,90.2,2017
38.2,SUV / Crossover,San Antonio,41.5,NA,64.4,181,1,29.3491,176.4,-98.5384,Kia,5,NA,Sportage,NA,23549,73,2020
38.6,SUV / Crossover,New Castle,40.3,FALSE,69.3,241,0,41.016,189.8,-80.3526,Jeep,5,34797,Grand Cherokee,1,31599,84.8,2018
40.2,Pickup Truck,Rosenberg,40.9,NA,80.2,370,1,29.5329,238.8,-95.781,RAM,6,343,2500,NA,65187,83.5,2020
43.6,Pickup Truck,Charlotte,43.9,NA,77.2,450,1,42.5702,231.9,-84.8267,Ford,5,10,F-150,NA,73305,96.8,2020
38.9,Pickup Truck,Concord,41.3,FALSE,73.6,295,0,37.3486,221.6,-78.9562,Chevrolet,5,155000,Avalanche,2,7995,79.8,2006
43.6,Pickup Truck,Leavenworth,43.9,NA,77.2,375,1,39.2732,231.9,-94.8994,Ford,6,1351,F-150,NA,49491,96.8,2020
40.3,SUV / Crossover,Woodland,41.1,NA,65.7,270,1,38.6775,182,-121.777,Jeep,5,100,Cherokee,NA,21723,73.2,2020
39.5,SUV / Crossover,Dayton,41.2,FALSE,66,310,0,39.6274,189.5,-84.1754,Cadillac,5,48104,XT5,1,30497,75,2017
37,Sedan,Plymouth,44.3,NA,58.2,245,1,42.3594,194.1,-83.4428,Lincoln,5,10,MKZ,NA,46995,83.3,2020
35.8,SUV / Crossover,Denver,40.1,FALSE,67.1,200,0,39.6942,174.3,-104.941,Volkswagen,5,64374,Tiguan,2,10999,71.2,2014
38.7,Pickup Truck,Yerington,41.3,FALSE,73.8,403,0,38.9948,229.9,-119.172,GMC,5,72204,Sierra 1500,1,28900,80,2013
NA,Van,Fort Thomas,NA,NA,NA,NA,1,39.069,NA,-84.4585,RAM,NA,472,ProMaster,NA,44536,NA,2019
34.7,Pickup Truck,Virden,41,FALSE,75.7,390,0,39.4924,229,-89.769,RAM,6,112046,1500,2,14998,79.4,2011
39.6,SUV / Crossover,Plymouth,42.8,NA,66.2,250,1,42.3594,190,-83.4428,Lincoln,5,NA,Nautilus,NA,52965,86.1,2020
38.1,Sedan,Hemet,41.5,NA,57.9,160,1,33.7421,194.2,-117.03,Chevrolet,5,0,Malibu,NA,24490,73,2020
38.3,SUV / Crossover,Beaumont,41.2,NA,73.6,270,1,30.0572,188.4,-94.1354,Jeep,5,2,Wrangler Unlimited,NA,54740,73.8,2020
38.6,SUV / Crossover,Milton,40.3,NA,69.3,NA,1,30.6101,189.8,-87.0578,Jeep,5,0,Grand Cherokee,NA,37320,84.8,2020
NA,Convertible,Fort Myers Beach,43.7,FALSE,52.1,252,0,26.4833,186.3,-81.9457,Ford,2,41218,Thunderbird,3,16850,72,2002
39.9,SUV / Crossover,Victorville,40.9,NA,65.4,170,1,34.4997,183.1,-117.328,Chevrolet,5,6,Equinox,NA,27760,72.6,2020
43.5,Pickup Truck,Auburn Hills,41.4,FALSE,76.4,360,0,42.6873,231.7,-83.2425,Ford,6,163160,F-150,1,14450,97,2011
35,Sedan,Columbia,41.5,NA,56.1,247,1,34.0648,184.2,-81.1419,Jaguar,5,46,XE,NA,47300,81.7,2020
39.4,SUV / Crossover,Ladson,44.1,FALSE,66.5,290,0,32.9873,187.4,-80.0969,Kia,7,39593,Sorento,1,23925,74.4,2016
35,SUV / Crossover,Saint Robert,41.7,FALSE,60.7,148,1,37.8082,168.3,-92.1436,Mazda,5,0,CX-3,NA,22775,69.6,2020
43.5,Pickup Truck,Denver,41.4,FALSE,76.4,320,0,39.7112,231.7,-105.003,Ford,6,163863,F-150,4,16488,97,2010
36.8,SUV / Crossover,Warsaw,41.3,FALSE,71.7,288,0,41.2648,201.9,-85.8409,Buick,7,34200,Enclave,1,21995,86.7,2017
39,SUV / Crossover,Long Beach,43,FALSE,70.2,400,1,33.821,198.8,-118.167,Ford,7,113,Explorer,NA,54221,89.3,2020
39.3,SUV / Crossover,Clive,41.2,NA,63.2,141,1,41.6148,170.4,-93.7726,Honda,5,6,HR-V,NA,25919,69.8,2020
40.9,Minivan,San Antonio,40.9,NA,69.6,280,1,29.5802,203.2,-98.5973,Honda,8,12,Odyssey,NA,35993,92.3,2020
35.6,SUV / Crossover,Leesburg,41,TRUE,70.9,285,0,39.1136,152.8,-77.5404,Jeep,4,75193,Wrangler,3,22495,82.8,2012
39.7,SUV / Crossover,Washington,40.9,FALSE,65.4,170,0,42.766,183.1,-83.0183,Chevrolet,5,25156,Equinox,1,18990,72.6,2018
37.9,SUV / Crossover,Rockwall,43,NA,66.3,170,1,32.916,184.5,-96.4317,Nissan,5,8,Rogue,NA,23155,72.4,2020
45.2,Pickup Truck,Manvel,40.9,NA,77.5,395,1,29.4977,232.9,-95.39,RAM,6,16,1500,NA,37684,82.1,2020
39.3,SUV / Crossover,Florence,41.2,NA,63.2,141,1,39.0189,170.4,-84.686,Honda,5,3,HR-V,NA,23540,69.8,2020
43.4,Pickup Truck,Demotte,44.5,NA,75.5,420,1,41.1991,231.7,-87.1987,Chevrolet,6,2,Silverado 1500,NA,40713,81.2,2020
40.3,Pickup Truck,Franklin,41,FALSE,77.5,240,0,39.5204,229,-86.0753,RAM,6,61698,1500,1,34990,79.4,2016
38.1,Sedan,Irvine,41.2,FALSE,57.2,150,0,33.6306,183.3,-117.721,Volkswagen,5,38783,Jetta,1,14250,70,2017
36.1,Sedan,Myrtle Beach,45,TRUE,57.9,182,0,33.7069,191.5,-78.91,Nissan,5,198501,Altima,2,5995,72,2014
37.7,Sedan,Memphis,41.4,FALSE,58,200,0,35.0506,188.2,-89.816,Volkswagen,5,95979,Passat,2,6998,71.7,2008
36.5,Minivan,Wichita,40.7,FALSE,69,283,0,37.6795,203.7,-97.2025,Dodge,7,27614,Grand Caravan,1,21956,88.5,2019
38.7,SUV / Crossover,Madison,40.5,NA,67.8,260,1,43.1406,192.8,-89.2881,Nissan,5,15,Murano,NA,35374,75.4,2020
39,SUV / Crossover,Agawam,43,NA,69.9,300,1,42.0889,198.8,-72.6383,Ford,7,0,Explorer,NA,48100,89.3,2020
36,SUV / Crossover,Charlotte,40.9,NA,64.1,150,1,35.1247,171.4,-80.8785,Buick,5,12,Encore GX,NA,24455,71.4,2020
40.1,Sedan,Toledo,41.8,FALSE,58.5,300,0,41.6761,198.4,-83.6865,Dodge,5,30934,Charger,1,26401,75,2018
35.1,Sedan,Lawton,42.3,FALSE,56.9,186,0,34.6235,183.5,-98.4587,Mazda,5,5931,MAZDA3,1,22324,70.7,2019
35.6,Sedan,Temple Hills,45.5,NA,57.7,185,1,38.8266,191.1,-76.9261,Kia,5,0,Optima,NA,23479,73.2,2020
36.2,Sedan,Las Vegas,42,FALSE,56.5,140,0,36.1441,179.4,-115.249,Honda,5,21949,Civic,2,14999,69,2013
39.1,SUV / Crossover,Topeka,40.2,FALSE,63.4,268,0,39.0076,189,-95.6876,Toyota,5,122663,Venza,2,13495,75,2013
33,Hatchback,Ardmore,41.7,NA,58.4,98,1,34.1906,143.1,-97.1593,Chevrolet,4,8,Spark,NA,13882,62.8,2020
39.7,SUV / Crossover,Salem,41,NA,66.7,310,1,37.2971,193.4,-80.0343,GMC,7,5,Acadia,NA,36452,75.4,2020
39,SUV / Crossover,Mount Vernon,43,NA,69.9,300,1,37.9426,198.8,-87.8742,Ford,7,5,Explorer,NA,48308,89.3,2020
38.1,Sedan,Ridgecrest,41.5,FALSE,57.9,160,0,35.6195,194.2,-117.67,Chevrolet,5,28516,Malibu,1,20950,73,2019
37.2,SUV / Crossover,Brockton,42.6,FALSE,67.1,176,0,42.0546,183.5,-71.0583,Toyota,5,43413,RAV4,1,24950,72.6,2018
38,SUV / Crossover,Viera,44.1,NA,67.7,295,1,28.2361,192.5,-80.7221,Lexus,5,10,RX,NA,55195,74.6,2020
35.7,SUV / Crossover,Little River,40.8,FALSE,65.9,138,0,33.8691,167.2,-78.6677,Chevrolet,5,31524,Trax,1,14995,69.9,2015
40.4,SUV / Crossover,Sycamore,41.3,FALSE,66.5,290,0,41.9692,193.1,-88.7186,Hyundai,6,26906,Santa Fe,1,28835,74.2,2017
39.6,SUV / Crossover,Hodgkins,41,FALSE,67,308,0,41.7801,191.4,-87.8648,Chevrolet,5,7703,Blazer,1,35771,76.7,2020
40.7,SUV / Crossover,College Station,42.4,NA,66.1,180,1,30.6353,180.5,-96.305,Ford,5,11,Escape,NA,18975,85.6,2020
39.9,SUV / Crossover,Placerville,40.9,FALSE,65.4,170,0,38.7231,183.1,-120.836,Chevrolet,5,36616,Equinox,1,22990,72.6,2020
39,SUV / Crossover,Emporia,43,NA,69.9,300,1,38.4116,198.8,-96.2222,Ford,7,0,Explorer,NA,45965,89.3,2020
41.4,Sedan,Smithtown,42.3,FALSE,57.3,132,0,40.8566,183.1,-73.1684,Toyota,5,42320,Corolla,1,12975,69.9,2018
38.3,SUV / Crossover,Inwood,41.2,FALSE,73.6,260,0,40.6226,188.4,-73.7441,Jeep,5,7129,Wrangler Unlimited,1,48786,73.8,2020
39.6,SUV / Crossover,El Cajon,41,NA,66.2,187,1,32.7996,179.1,-116.971,Mazda,5,2,CX-5,NA,28880,83.3,2020
39,Minivan,Centralia,41.1,FALSE,69.9,287,0,38.5336,203.8,-89.1746,Chrysler,8,27335,Pacifica,1,25999,90.4,2019
43.4,Pickup Truck,Altus,44.5,NA,79.8,445,1,34.6377,250.1,-99.3084,GMC,5,0,Sierra 2500HD,NA,74605,81.9,2020
36.6,SUV / Crossover,Middleburg Heights,40.4,FALSE,69.4,300,0,41.3769,193.2,-81.7952,BMW,7,28798,X5,1,39193,86,2017
43.4,Pickup Truck,Norman,44.5,NA,79.8,445,1,35.2325,250.1,-97.4845,GMC,5,68,Sierra 2500HD,NA,74755,81.9,2020
37.2,SUV / Crossover,Murfreesboro,40.3,FALSE,65.6,380,1,35.8395,189.1,-86.387200000000007,Land Rover,5,19951,Range Rover Velar,2,57999,84.4,2018
35.6,Pickup Truck,New Port Richey,40.9,FALSE,77.6,395,0,28.2162,228.9,-82.7389,RAM,6,10817,1500,1,35400,82.1,2020
36.5,SUV / Crossover,Corona,40.2,NA,66.3,184,1,33.8824,185.1,-117.619,Volkswagen,7,NA,Tiguan,NA,29899,72.4,2020
35.2,Pickup Truck,Negaunee,44.5,NA,75.6,355,1,46.5141,231.7,-87.6,Chevrolet,6,3,Silverado 1500,NA,45294,81.2,2020
37.6,Minivan,Houston,40.5,FALSE,70.7,296,0,29.8818,200.6,-95.4124,Toyota,8,30753,Sienna,1,28589,78.1,2019
36.3,SUV / Crossover,Chippewa Falls,41.6,FALSE,64.8,148,0,44.8756,171.5,-91.4324,Mitsubishi,5,42322,Outlander Sport,1,15476,71.3,2017
37.5,SUV / Crossover,Springfield,40.9,NA,66.8,197,1,39.7875,183.7,-89.6058,Buick,5,1,Envision,NA,27655,72.4,2020
38.3,Sedan,Menomonee Falls,44.3,NA,58.1,245,1,43.1726,191.7,-88.0942,Ford,5,11,Fusion,NA,26020,83.5,2020
36.2,Sedan,Nashville,42,TRUE,56.5,143,0,36.1108,179.4,-86.7436,Honda,5,70782,Civic,2,13795,69,2015
